City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
242,Bondo,CD,3.8146,23.6866,76.33,31,100,1.34,overcast clouds
243,The Valley,AI,18.217,-63.0578,80.74,65,20,16.11,few clouds
244,Conde,BR,-7.2597,-34.9075,81.86,78,40,8.05,scattered clouds
245,Copiapo,CL,-27.3667,-70.3333,71.29,31,0,10.69,clear sky
246,Geraldton,AU,-28.7667,114.6,70.21,94,40,5.75,scattered clouds
247,Sisimiut,GL,66.9395,-53.6735,24.21,95,100,3.27,snow
248,Nakamura,JP,32.9833,132.9333,43.48,72,100,1.88,overcast clouds
249,Georgetown,MY,5.4112,100.3354,76.95,91,20,2.3,few clouds
250,Lianran,CN,24.9227,102.485,41.54,67,0,2.04,clear sky
251,Ternate,ID,0.8,127.4,79.29,82,100,3.94,overcast clouds
252,Danshui,CN,22.7984,114.4672,66.87,90,79,1.43,broken clouds
253,Pangnirtung,CA,66.1451,-65.7125,3.2,51,100,6.91,overcast clouds
254,Wonthaggi,AU,-38.6044,145.5913,65.71,70,40,17.67,scattered clouds
255,Katsuura,JP,35.1333,140.3,37.51,69,25,12.19,scattered clouds
256,Almeirim,BR,-1.5233,-52.5817,78.58,82,100,3.8,overcast clouds
257,Casa Nova,BR,-9.4167,-41.1333,80.58,59,68,6.33,broken clouds
258,Coachella,US,33.6803,-116.1739,91.69,11,0,6.91,clear sky
259,Klyuchi,RU,52.2667,79.1667,-15.59,100,77,6.6,broken clouds
260,Tiznit,MA,29.5833,-9.5,54.36,66,2,3.13,clear sky
261,Arrifes,PT,37.7667,-25.7,60.24,67,75,3.44,broken clouds
262,Buraydah,SA,26.326,43.975,55.85,38,0,12.21,clear sky
263,Vryburg,ZA,-26.9566,24.7284,70.36,62,75,5.03,broken clouds
264,Sakakah,SA,29.9697,40.2064,47.77,53,36,8.57,scattered clouds
265,Adrar,MR,20.5022,-10.0711,63.41,17,46,11.32,scattered clouds
266,Lata,PT,40.1629,-8.3327,53.06,90,100,1.43,overcast clouds
267,Malatya,TR,38.5,38.0,23.05,80,0,1.14,clear sky
268,Byron Bay,AU,-28.65,153.6167,73.87,81,97,13.02,moderate rain
269,Mopti,ML,14.6667,-4.0,75.24,25,0,9.22,clear sky
270,Mattru,SL,7.6244,-11.8332,74.95,92,9,3.24,clear sky
271,Batagay-Alyta,RU,67.8006,130.4114,-21.98,88,96,5.01,overcast clouds
272,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,88.23,31,38,19.24,moderate rain
273,Port Hardy,CA,50.6996,-127.4199,42.98,81,75,3.44,broken clouds
274,Koslan,RU,63.4564,48.8989,17.64,95,100,6.98,light snow
275,Nikolskoye,RU,59.7035,30.7861,28.29,93,37,7.61,scattered clouds
276,College,US,64.8569,-147.8028,5.22,74,75,6.91,broken clouds
277,Garut,ID,-7.2024,107.8878,71.51,81,100,3.31,overcast clouds
278,Urucara,BR,-2.5364,-57.76,76.41,95,100,0.25,light rain
279,Melito Di Porto Salvo,IT,37.9222,15.7714,54.16,61,100,5.75,overcast clouds
280,Cabedelo,BR,-6.9811,-34.8339,83.07,77,94,15.86,overcast clouds
281,Pokosnoye,RU,55.5258,101.0536,-26.79,100,54,0.63,broken clouds
282,Isaccea,RO,45.2667,28.4667,41.49,57,22,1.41,few clouds
283,Wukari,NG,7.85,9.7833,77.72,14,4,5.79,clear sky
284,Grindavik,IS,63.8424,-22.4338,30.67,69,75,12.66,broken clouds
285,Seoul,KR,37.5683,126.9778,31.44,87,75,1.14,mist
286,Pathein,MM,16.7833,94.7333,71.64,68,6,11.14,clear sky
287,Narkevychi,UA,49.5172,26.6418,35.89,93,100,19.51,overcast clouds
288,Solone,UA,48.2081,34.8721,41.05,92,100,5.1,overcast clouds
289,Prieska,ZA,-29.6641,22.7474,83.73,21,0,2.46,clear sky
290,Makat,KZ,47.6469,53.3463,31.98,93,100,8.25,overcast clouds
291,Zonguldak,TR,41.25,31.8333,33.85,73,0,5.79,clear sky
292,Bonthe,SL,7.5264,-12.505,77.94,89,7,7.76,clear sky
293,Craig,US,40.5153,-107.5464,45.36,60,0,10.36,clear sky
294,Den Helder,NL,52.9599,4.7593,36.01,86,5,5.75,clear sky
295,Hof,DE,50.3167,11.9167,35.46,90,75,13.0,broken clouds
296,Amapa,BR,1.0,-52.0,73.6,97,35,3.13,light rain
297,Kathu,TH,7.9178,98.3332,75.02,79,61,9.24,broken clouds
298,Kieta,PG,-6.2167,155.6333,79.5,84,100,0.89,light rain
299,Kavieng,PG,-2.5744,150.7967,81.3,78,100,4.7,light rain
300,Belyy Yar,RU,53.6039,91.3903,-28.14,57,71,2.24,"mist, smoke"
301,Bandarbeyla,SO,9.4942,50.8122,74.75,59,63,17.31,broken clouds
302,Nsanje,MW,-16.92,35.262,72.48,94,91,2.71,overcast clouds
303,Touros,BR,-5.1989,-35.4608,85.1,77,62,10.09,broken clouds
304,Suluq,LY,31.6682,20.2521,53.15,72,1,2.37,clear sky
305,Leningradskiy,RU,69.3833,178.4167,-19.79,97,98,4.47,overcast clouds
306,Mogadishu,SO,2.0371,45.3438,76.51,77,46,21.03,scattered clouds
307,Sobolevo,RU,54.4299,31.8996,27.46,96,100,6.02,overcast clouds
308,Sokolniki,PL,50.638,21.8065,38.64,87,100,5.01,overcast clouds
309,Aras,ES,42.5617,-2.356,44.06,84,56,3.22,broken clouds
310,Balaipungut,ID,1.05,101.2833,73.81,97,100,1.59,light rain
311,Catuday,PH,16.2923,119.8062,74.62,76,11,9.53,few clouds
312,Verkhoyansk,RU,67.5447,133.385,-22.88,95,100,1.03,overcast clouds
313,Balykshi,KZ,47.0667,51.8667,32.0,93,75,11.18,mist
314,Dwarka,IN,22.2394,68.9678,69.75,51,3,9.37,clear sky
315,Dukat,RU,62.55,155.55,-27.26,78,73,3.83,broken clouds
316,Simpang,ID,-1.2667,104.0833,73.4,97,100,3.27,overcast clouds
317,Livadia,GR,38.435,22.8739,48.02,76,5,4.09,clear sky
318,Civitavecchia,IT,42.0933,11.7967,49.62,95,89,3.0,overcast clouds
319,Mongo,TD,12.1844,18.693,73.92,13,0,6.4,clear sky
320,Cancun,MX,21.1743,-86.8466,80.53,57,40,11.5,scattered clouds
321,Wladyslawowo,PL,54.7909,18.4009,33.35,63,25,18.63,scattered clouds
322,Arman,RU,59.7,150.1667,-7.31,82,83,6.71,broken clouds
323,Borovoy,RU,55.4333,86.0833,-10.12,84,56,4.47,broken clouds
324,Dongkan,CN,33.9997,119.8308,36.27,83,32,5.21,scattered clouds
325,Forrest City,US,35.0081,-90.7898,69.66,47,72,10.98,broken clouds
326,Quzhou,CN,28.9594,118.8686,43.84,98,100,0.51,overcast clouds
327,Caucaia,BR,-3.7361,-38.6531,82.35,76,75,10.36,broken clouds
328,Vaitape,PF,-16.5167,-151.75,81.52,74,51,15.17,broken clouds
329,Qeshm,IR,26.9581,56.2719,64.29,59,0,4.07,clear sky
330,Saskylakh,RU,71.9167,114.0833,4.17,91,97,13.0,overcast clouds
331,Henties Bay,NA,-22.116,14.2845,70.86,85,43,4.65,scattered clouds
332,Jalu,LY,29.0331,21.5482,53.44,52,0,6.13,clear sky
333,Tigzirt,DZ,36.8886,4.1198,52.68,83,81,1.54,broken clouds
334,Yuty,PY,-26.6,-56.25,89.56,34,68,1.97,broken clouds
335,Noumea,NC,-22.2763,166.4572,82.0,99,70,7.43,broken clouds
336,Ramona,US,33.0417,-116.8681,86.52,19,0,11.5,clear sky
337,Port Augusta,AU,-32.5,137.7667,67.71,42,0,7.27,clear sky
338,Labuhan,ID,-6.8844,112.2051,74.8,90,100,1.39,overcast clouds
339,Along,IN,28.1667,94.7667,50.36,97,99,3.04,overcast clouds
340,Cayenne,GF,4.9333,-52.3333,78.1,89,100,6.91,mist
341,Usogorsk,RU,63.4106,48.6872,18.0,95,100,6.82,light snow
342,Najran,SA,17.4924,44.1277,65.05,21,0,3.4,clear sky
343,Verkhnevilyuysk,RU,63.4453,120.3167,-20.07,100,92,2.71,overcast clouds
344,Teya,RU,60.3778,92.6267,-19.97,100,23,1.79,few clouds
345,Veraval,IN,20.9,70.3667,69.51,35,1,11.68,clear sky
346,Nouakchott,MR,18.0858,-15.9785,76.93,25,64,11.41,broken clouds
347,Hambantota,LK,6.1241,81.1185,75.54,100,20,4.61,few clouds
348,Sabya,SA,17.1495,42.6254,76.62,70,80,5.48,broken clouds
349,Brigantine,US,39.4101,-74.3646,59.5,66,0,10.36,clear sky
350,Huangyan,CN,28.6478,121.2594,47.98,96,100,3.69,overcast clouds
351,Maarianhamina,AX,60.0973,19.9348,30.06,59,0,6.91,clear sky
352,Toora-Khem,RU,52.4675,96.11,-29.42,100,96,1.32,overcast clouds
353,Kimamba,TZ,-6.7833,37.1333,70.38,99,100,3.38,moderate rain
354,Rio Gallegos,AR,-51.6226,-69.2181,64.45,42,75,25.32,broken clouds
355,Ferrol,ES,43.4832,-8.2369,53.28,82,100,4.81,overcast clouds
356,Kamenka,RU,51.3223,42.7678,34.75,95,100,15.48,overcast clouds
357,Bowen,AU,-20.0167,148.2333,73.62,76,1,5.79,clear sky
358,Mwene-Ditu,CD,-7.0,23.45,65.61,94,98,3.15,overcast clouds
359,Axim,GH,4.8699,-2.2405,79.34,85,7,7.92,clear sky
360,Kudahuvadhoo,MV,2.6708,72.8944,81.23,67,42,2.08,scattered clouds
361,Minab,IR,27.1467,57.0801,60.3,67,0,2.04,clear sky
362,Harper,LR,4.375,-7.7169,79.03,84,50,7.63,scattered clouds
363,Sitka,US,57.0531,-135.33,44.49,76,100,10.36,light rain
364,Gubkinskiy,RU,64.434,76.5026,-9.62,82,78,11.43,broken clouds
365,Shingu,JP,33.7333,135.9833,36.99,56,31,5.53,scattered clouds
366,Poya,NC,-21.35,165.15,82.81,77,99,5.01,overcast clouds
367,Kerecsend,HU,47.8,20.35,42.49,57,100,12.5,overcast clouds
368,Necochea,AR,-38.5473,-58.7368,62.04,61,100,16.64,light rain
369,Daru,PG,-9.0763,143.2092,80.37,72,98,4.32,overcast clouds
370,Do Gonbadan,IR,30.3586,50.7981,51.89,66,75,0.0,broken clouds
371,Hoquiam,US,46.9809,-123.8893,56.93,68,0,12.66,clear sky
372,Robertson,US,36.5167,-86.8667,69.78,26,100,14.97,overcast clouds
373,Phalaborwa,ZA,-23.943,31.1411,74.48,59,37,8.43,scattered clouds
374,Kavaratti,IN,10.5669,72.642,80.11,76,25,8.77,scattered clouds
375,Ishigaki,JP,24.3448,124.1572,68.13,94,75,10.36,broken clouds
376,Valday,RU,57.9747,33.2525,26.64,93,100,8.14,overcast clouds
377,Cubuk,TR,40.2386,33.0322,30.85,93,0,2.3,clear sky
378,Longyearbyen,SJ,78.2186,15.6401,21.04,86,75,1.14,light snow
379,Qaqortoq,GL,60.7167,-46.0333,21.7,82,100,6.53,overcast clouds
380,Maceio,BR,-9.6658,-35.7353,81.84,74,0,12.66,clear sky
381,Keokuk,US,40.3973,-91.3849,45.28,70,100,18.41,overcast clouds
382,Klaksvik,FO,62.2266,-6.589,38.32,97,100,21.97,overcast clouds
383,Coquimbo,CL,-29.9533,-71.3436,73.13,56,0,11.5,clear sky
384,Qui Nhon,VN,13.7667,109.2333,71.73,88,100,6.76,overcast clouds
385,Barra Patuca,HN,15.8,-84.2833,80.29,72,15,7.99,few clouds
386,Port Moresby,PG,-9.4431,147.1797,71.02,94,20,8.05,few clouds
387,Mananara,MG,-16.1667,49.7667,72.37,91,4,5.32,clear sky
388,San Andres,CO,12.5847,-81.7006,84.22,70,40,12.66,scattered clouds
389,Dokri,PK,27.3743,68.0967,60.35,27,0,2.46,clear sky
390,Takoradi,GH,4.8845,-1.7554,79.79,85,24,8.19,few clouds
391,Saiha,IN,22.4833,92.9667,50.54,83,1,3.36,clear sky
392,Calvinia,ZA,-31.4707,19.776,78.8,23,0,2.57,clear sky
393,Key Largo,US,25.0865,-80.4473,78.8,79,64,5.95,broken clouds
394,Fairbanks,US,64.8378,-147.7164,5.23,74,100,6.91,overcast clouds
395,Northam,GB,51.0333,-4.2167,45.01,84,90,11.61,overcast clouds
396,Buchanan,LR,5.8808,-10.0467,80.56,85,17,6.58,few clouds
397,Valentin Gomez Farias,MX,28.2167,-106.5833,66.25,7,0,6.02,clear sky
398,Capiibary,PY,-24.8,-56.0333,83.53,46,42,4.0,scattered clouds
399,Vanimo,PG,-2.6741,141.3028,77.02,88,100,5.01,light rain
400,Kadom,RU,54.5592,42.4675,17.47,97,74,6.49,broken clouds
401,Pampa,US,35.5362,-100.9599,58.15,38,0,19.57,clear sky
402,Maragogi,BR,-9.0122,-35.2225,81.25,76,90,12.28,overcast clouds
403,Lazaro Cardenas,MX,17.9583,-102.2,82.96,40,25,11.39,scattered clouds
404,Male,MV,4.1748,73.5089,82.35,78,75,5.75,broken clouds
405,Salalah,OM,17.0151,54.0924,73.49,64,20,3.44,few clouds
406,Morros,BR,-9.4467,-46.3003,78.78,68,100,4.18,moderate rain
407,Alice Springs,AU,-23.7,133.8833,60.35,82,0,0.0,clear sky
408,Davila,PH,18.4726,120.5763,71.58,74,99,4.7,overcast clouds
409,Port-Cartier,CA,50.0334,-66.8654,17.82,92,82,2.46,broken clouds
410,Uniao,BR,-4.5858,-42.8642,87.82,90,100,2.33,overcast clouds
411,Burla,IN,21.5,83.8667,57.69,45,12,2.64,few clouds
412,Isangel,VU,-19.55,169.2667,84.31,79,75,3.44,broken clouds
413,Sinnamary,GF,5.3833,-52.95,76.33,88,27,11.25,scattered clouds
414,Puri,IN,19.8,85.85,64.92,77,69,4.92,broken clouds
415,Natal,BR,-5.795,-35.2094,84.85,79,40,12.66,scattered clouds
416,Murwara,IN,23.85,80.4,53.29,40,7,0.63,clear sky
417,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,81.28,77,86,12.62,overcast clouds
418,Raudeberg,NO,61.9875,5.1352,38.19,94,100,5.99,overcast clouds
419,Beaverlodge,CA,55.2166,-119.4361,31.35,45,57,4.65,broken clouds
420,Townsville,AU,-19.25,146.8,77.88,73,40,9.22,scattered clouds
421,Cumana,VE,10.4635,-64.1775,71.69,75,20,16.69,few clouds
422,Newport,GB,51.5877,-2.9984,43.83,80,86,12.62,overcast clouds
423,Yerbogachen,RU,61.2767,108.0108,-8.41,99,100,3.13,overcast clouds
424,Steinbach,DE,50.1667,8.5667,37.56,90,0,3.44,clear sky
425,Nalut,LY,30.3333,10.85,50.43,44,34,8.21,scattered clouds
426,Calama,CL,-22.4667,-68.9333,72.09,18,0,23.02,clear sky
427,San Vicente De Canete,PE,-13.0751,-76.3835,72.86,75,32,7.45,scattered clouds
428,Sistranda,NO,63.7256,8.834,37.36,57,100,35.5,overcast clouds
429,Strezhevoy,RU,60.7333,77.5889,-11.22,100,48,5.23,scattered clouds
430,Bay Roberts,CA,47.5999,-53.2648,39.15,78,81,11.01,broken clouds
431,Santarem,BR,-2.4431,-54.7083,78.93,89,40,2.3,scattered clouds
432,Sechura,PE,-5.5569,-80.8222,79.36,60,51,15.86,broken clouds
433,Jurado,CO,7.1053,-77.7641,80.76,85,99,3.76,light rain
434,Broome,US,42.2506,-75.833,48.79,49,20,14.97,few clouds
435,Vanavara,RU,60.34,102.2797,-21.82,100,89,1.12,overcast clouds
436,Rivera,UY,-30.9053,-55.5508,93.69,18,72,6.04,broken clouds
437,Beecher,US,43.09,-83.6944,38.46,93,100,12.66,mist
438,Vytegra,RU,61.0064,36.4481,25.43,88,100,10.27,overcast clouds
439,Vale Da Amoreira,PT,39.0697,-7.6985,55.96,85,79,4.07,broken clouds
440,Eugene,US,44.0521,-123.0867,56.1,61,20,4.63,few clouds
441,Nakhon Phanom,TH,17.3333,104.4167,68.9,79,100,5.66,overcast clouds
442,Radomsko,PL,51.0671,19.4448,34.39,89,84,12.57,broken clouds
443,Port Shepstone,ZA,-30.7414,30.455,75.29,86,12,4.36,few clouds
444,Nioro,GM,13.35,-15.75,82.58,9,0,9.71,clear sky
445,Anderson,US,34.5334,-82.6499,67.98,27,0,16.11,clear sky
446,Khandagayty,RU,50.7333,92.05,-22.88,96,78,4.65,broken clouds
447,Tucurui,BR,-3.7661,-49.6725,76.03,90,89,1.57,overcast clouds
448,Colac,AU,-38.3333,143.5833,63.63,75,30,12.62,scattered clouds
449,Boa Vista,BR,2.8197,-60.6733,93.18,36,40,13.8,scattered clouds
450,Smila,UA,49.2224,31.8871,36.07,95,99,1.7,overcast clouds
451,Grand-Santi,GF,4.25,-54.3833,73.53,98,34,3.36,scattered clouds
452,Talcahuano,CL,-36.7167,-73.1167,69.48,49,0,18.41,clear sky
453,Omsukchan,RU,62.5333,155.8,-28.43,81,68,3.53,broken clouds
454,Sorland,NO,67.667,12.6934,30.06,49,100,4.16,light snow
455,Waingapu,ID,-9.6567,120.2641,76.73,92,100,7.18,overcast clouds
456,Isilkul,RU,54.9109,71.2728,-9.29,96,35,13.2,scattered clouds
457,Ratnagiri,IN,16.9833,73.3,75.04,47,28,5.26,scattered clouds
458,Havre-Saint-Pierre,CA,50.2334,-63.5986,23.0,73,0,18.41,clear sky
459,Baffa,PK,34.4378,73.2194,43.43,35,1,6.02,clear sky
460,Libreville,GA,0.3925,9.4537,80.02,85,29,7.36,scattered clouds
461,Sarankhola,BD,22.3082,89.7897,59.63,54,27,4.56,scattered clouds
462,Odweyne,SO,9.4092,45.064,58.66,64,4,7.99,clear sky
463,Nangan,PH,6.4726,126.1244,79.83,79,99,8.52,light rain
464,Colares,PT,38.7992,-9.4469,61.32,69,100,15.01,overcast clouds
465,Tecoanapa,MX,16.5167,-98.75,83.35,48,31,9.8,scattered clouds
466,Pipri,IN,19.8,75.5333,61.97,32,5,6.76,clear sky
467,Antalaha,MG,-14.9003,50.2788,73.83,90,10,5.59,clear sky
468,Namatanai,PG,-3.6667,152.4333,80.33,79,100,3.42,light rain
469,Kolo,PL,52.2002,18.6387,35.89,86,49,16.44,scattered clouds
470,Neuquen,AR,-38.9516,-68.0591,78.69,22,0,4.61,clear sky
471,Karpathos,GR,35.507,27.2132,53.56,71,0,1.14,clear sky
472,San Jeronimo,PE,-11.9472,-75.2829,56.19,68,84,3.49,broken clouds
473,Chaplynka,UA,46.3651,33.5403,38.8,94,3,5.95,clear sky
474,Aloleng,PH,16.1307,119.7824,75.6,74,6,8.93,clear sky
475,Mana,GF,5.6592,-53.7767,76.32,88,30,11.83,scattered clouds
476,Palmer,US,42.1584,-72.3287,53.2,33,75,16.11,broken clouds
477,Traverse City,US,44.7631,-85.6206,33.87,87,100,12.66,overcast clouds
478,Puerto Madryn,AR,-42.7692,-65.0385,66.54,41,0,21.09,clear sky
479,Gambela,ET,8.25,34.5833,87.4,30,98,0.47,overcast clouds
480,Rio Grande,BR,-32.035,-52.0986,82.51,83,3,21.68,clear sky
481,Ewa Beach,US,21.3156,-158.0072,80.1,56,0,8.05,clear sky
482,Marigot,MF,18.0667,-63.0833,80.69,61,20,20.71,few clouds
483,Veliko Gradiste,RS,44.7567,21.5136,48.25,86,38,8.84,scattered clouds
484,Juegang,CN,32.3174,121.1855,43.92,82,93,7.65,overcast clouds
485,Leshukonskoye,RU,64.8989,45.7622,19.72,96,99,5.93,overcast clouds
486,Brae,GB,60.3964,-1.353,42.71,74,100,20.18,overcast clouds
487,Coahuayana,MX,18.7333,-103.6833,85.48,29,0,8.48,clear sky
488,Bosaso,SO,11.2842,49.1816,73.2,68,26,5.64,scattered clouds
489,Port Blair,IN,11.6667,92.75,75.24,88,40,2.3,mist
490,Llangefni,GB,53.2556,-4.3106,47.73,79,40,31.07,moderate rain
491,Portel,BR,-1.9356,-50.8211,76.01,92,100,3.65,overcast clouds
492,Guarapari,BR,-20.6667,-40.4975,75.09,96,100,4.76,heavy intensity rain
493,Afzalgarh,IN,29.4,78.6833,49.48,66,0,5.55,clear sky
494,Nishihara,JP,26.1842,127.7558,65.86,77,75,8.05,broken clouds
495,Husavik,IS,66.0449,-17.3389,24.71,93,94,7.34,overcast clouds
496,Dungarpur,IN,23.8333,73.7167,57.06,36,7,6.22,clear sky
497,Ust-Maya,RU,60.4167,134.5333,-36.87,100,91,0.69,overcast clouds
498,Zhanakorgan,KZ,43.9098,67.2495,32.45,73,100,16.02,overcast clouds
499,Rudnogorsk,RU,57.2639,103.7519,-29.51,100,93,0.72,overcast clouds
500,Varnamo,SE,57.186,14.04,32.05,80,0,8.46,clear sky
501,Oktyabrskiy,RU,54.4815,53.471,25.54,88,99,8.93,overcast clouds
502,Santa Ana,US,33.7456,-117.8678,92.16,20,0,8.05,clear sky
503,Matara,LK,5.9485,80.5353,74.52,92,92,7.61,overcast clouds
504,Palana,RU,59.1167,159.9667,-12.51,83,14,3.33,few clouds
505,Punta De Bombon,PE,-17.1717,-71.7931,71.89,73,16,7.72,few clouds
506,Chicama,PE,-7.8447,-79.1469,70.34,60,47,9.98,scattered clouds
507,Seabra,BR,-12.4186,-41.7703,72.25,68,80,0.81,broken clouds
508,Tomatlan,MX,19.9333,-105.25,85.6,29,0,10.98,clear sky
509,Viedma,AR,-40.8135,-62.9967,69.84,19,11,6.17,few clouds
510,San Juan,AR,-31.5375,-68.5364,69.3,60,77,19.53,broken clouds
511,Price,US,39.5994,-110.8107,56.46,22,0,12.66,clear sky
512,Shilovo,RU,54.3204,40.874,19.42,95,59,7.52,broken clouds
513,Williams Lake,CA,52.1415,-122.1445,36.97,41,20,6.91,few clouds
514,Khatanga,RU,71.9667,102.5,1.2,80,74,15.19,broken clouds
515,Presidente Epitacio,BR,-21.7633,-52.1156,80.49,64,95,6.35,overcast clouds
516,Slave Lake,CA,55.2834,-114.769,17.58,73,40,2.3,scattered clouds
517,Kiama,AU,-34.6833,150.8667,66.38,92,100,7.0,light rain
518,Ouallam,NE,14.3188,2.0866,74.95,9,0,9.95,clear sky
519,Kholodnyy,RU,62.7167,147.95,-37.64,98,97,0.83,overcast clouds
520,Calabozo,VE,8.9242,-67.4293,92.97,28,72,5.79,broken clouds
521,Tocopilla,CL,-22.092,-70.1979,71.47,64,13,6.11,few clouds
522,Svobodnyy,RU,51.4,128.1333,0.34,95,100,9.75,overcast clouds
523,Mitu,CO,1.1983,-70.1733,77.76,85,98,3.04,overcast clouds
524,Houston,US,29.7633,-95.3633,76.48,39,0,10.36,clear sky
525,Cap Malheureux,MU,-19.9842,57.6142,75.69,81,69,4.16,broken clouds
526,Cartagena,CO,10.3997,-75.5144,89.22,58,20,16.11,few clouds
527,Himatnagar,IN,23.6,72.95,59.81,35,8,7.36,clear sky
528,Smirnykh,RU,49.75,142.8333,16.27,95,100,3.67,overcast clouds
529,Tynda,RU,55.1667,124.7167,-19.95,98,98,2.82,overcast clouds
530,Poum,NC,-20.2333,164.0167,80.55,79,99,7.38,overcast clouds
531,Koutsouras,GR,35.0339,25.9469,57.11,65,0,8.59,clear sky
532,Itaituba,BR,-4.2761,-55.9836,77.16,94,75,10.36,"thunderstorm with light rain, light rain"
533,Malim,PH,7.452,123.4312,78.04,86,45,5.28,scattered clouds
534,Ocean City,US,39.2776,-74.5746,59.49,68,0,5.99,clear sky
535,Kem,RU,64.9555,34.5793,12.81,92,66,10.11,broken clouds
536,Kemijarvi,FI,66.7131,27.4306,6.12,96,95,3.71,overcast clouds
537,Thunder Bay,CA,48.4001,-89.3168,5.56,67,100,17.27,snow
538,Tatawin,TN,32.9297,10.4518,54.48,69,99,5.44,overcast clouds
539,Paraiso,CR,9.8383,-83.8656,75.15,85,96,4.5,overcast clouds
540,Jiuquan,CN,39.7432,98.5174,22.82,62,93,3.31,overcast clouds
541,Kirakira,SB,-10.4544,161.9205,78.03,86,100,5.53,light rain
542,Ararangua,BR,-28.9347,-49.4858,77.86,73,18,9.15,few clouds
543,Hovd,MN,48.0056,91.6419,-14.8,87,87,3.98,overcast clouds
544,Camacha,PT,33.0833,-16.3333,61.56,82,75,14.97,broken clouds
545,Tezu,IN,27.9167,96.1667,52.88,69,94,2.86,overcast clouds
546,Yarada,IN,17.65,83.2667,73.72,94,75,2.3,mist
547,Ibra,OM,22.6906,58.5334,60.69,64,0,1.52,clear sky
548,Bairiki,KI,1.3292,172.9752,84.2,70,20,14.97,few clouds
549,Tazovskiy,RU,67.4667,78.7,-3.78,79,98,14.29,overcast clouds
550,Parfenyevo,RU,58.484,43.4088,26.11,91,95,7.47,overcast clouds
551,Powell River,CA,49.8496,-124.5361,49.08,93,100,8.05,overcast clouds
552,Zatoka,UA,46.0725,30.4654,39.74,73,4,3.98,clear sky
553,Pascagoula,US,30.3658,-88.5561,67.55,67,75,10.36,broken clouds
554,Omboue,GA,-1.5746,9.2618,77.11,89,100,7.09,overcast clouds
555,Ixtapa,MX,20.7,-105.2,76.23,53,40,13.8,scattered clouds
556,Payo,ID,-3.7508,103.6372,69.57,89,99,2.33,overcast clouds
557,New Pitsligo,GB,57.5948,-2.1961,39.7,75,100,22.88,overcast clouds
558,Shelburne,CA,44.0787,-80.2041,34.25,97,100,15.39,overcast clouds
559,Palu,ID,-0.8917,119.8707,75.38,96,100,1.21,overcast clouds
560,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,78.82,89,90,1.36,overcast clouds
561,Ismailia,EG,30.6043,32.2723,53.69,67,0,6.69,clear sky
562,Esso,RU,55.9333,158.7,-6.66,91,28,4.03,scattered clouds
563,Puerto Escondido,MX,15.85,-97.0667,83.14,56,39,6.69,scattered clouds
564,Ust-Ilimsk,RU,58.0006,102.6619,-23.19,100,83,1.72,broken clouds
565,Deputatskiy,RU,69.3,139.9,-17.55,96,98,5.66,overcast clouds
566,Verkhniy Lomov,RU,53.4678,43.5511,22.35,97,99,6.93,overcast clouds
567,Santa Maria,BR,-29.6842,-53.8069,85.3,58,40,6.91,scattered clouds
568,Banjarmasin,ID,-3.3244,114.591,73.54,95,100,2.84,light rain
569,Bathsheba,BB,13.2167,-59.5167,81.21,61,40,24.16,scattered clouds
570,Portland,US,45.5234,-122.6762,68.09,44,20,10.0,few clouds
571,Hirara,JP,24.8,125.2833,69.28,75,100,16.44,overcast clouds
572,Te Anau,NZ,-45.4167,167.7167,60.71,63,99,3.91,overcast clouds
573,Ubaira,BR,-13.2681,-39.6628,71.96,95,12,2.86,few clouds
574,Rincon,US,32.296,-81.2354,68.45,30,75,8.05,broken clouds
575,Killybegs,IE,54.6333,-8.45,45.45,90,100,31.92,overcast clouds
576,Ust-Omchug,RU,61.15,149.6333,-33.16,97,88,1.74,overcast clouds
577,Waipawa,NZ,-41.4122,175.5153,63.45,99,100,4.45,overcast clouds
578,Mogocha,RU,53.7333,119.7667,-17.23,97,95,3.83,overcast clouds
579,Cravo Norte,CO,6.3017,-70.2041,94.57,26,86,7.05,overcast clouds
580,Shishou,CN,29.7226,112.419,38.55,92,75,6.08,broken clouds
581,Angoche,MZ,-16.2325,39.9086,76.1,90,100,5.01,light rain
582,Veshenskaya,RU,49.6303,41.7334,34.9,99,100,14.09,overcast clouds
583,Kyakhta,RU,50.3508,106.4494,-24.36,100,87,1.48,overcast clouds
584,El Alto,PE,-4.2714,-81.2147,82.06,68,25,16.62,scattered clouds
585,Jasper,US,37.2001,-94.3502,57.52,57,100,13.8,overcast clouds
586,Atambua,ID,-9.1061,124.8925,73.44,89,98,1.7,overcast clouds
